symbol,name,token
UMIYA-MRO-EQ,UMIYA-MRO,8998
UNICHEMLAB-EQ,UNICHEMLAB,3579
UNIDT-EQ,UNIDT,201
UNIECOM-EQ,UNIECOM,24809
UNIENTER-EQ,UNIENTER,11293
UNIONBANK-EQ,UNIONBANK,10753
UNIONGOLD-EQ,UNIONGOLD,29687
UNIPARTS-EQ,UNIPARTS,13057
UNITDSPR-EQ,UNITDSPR,10447
UNITEDPOLY-EQ,UNITEDPOLY,7560
UNITEDTEA-EQ,UNITEDTEA,17999
UNIVASTU-EQ,UNIVASTU,18977
UNIVCABLES-EQ,UNIVCABLES,3607
UNOMINDA-EQ,UNOMINDA,14154
UPL-EQ,UPL,11287
URJA-EQ,URJA,20203
USHAMART-EQ,USHAMART,8840
USK-EQ,USK,14871
UTIAMC-EQ,UTIAMC,527
UTIBANKETF-EQ,UTIBANKETF,22440
UTINEXT50-EQ,UTINEXT50,21478
UTINIFTETF-EQ,UTINIFTETF,10511
UTISENSETF-EQ,UTISENSETF,10515
UTISXN50-EQ,UTISXN50,9168
UTKARSHBNK-EQ,UTKARSHBNK,17358
UTTAMSUGAR-EQ,UTTAMSUGAR,13376
UYFINCORP-EQ,UYFINCORP,25626
V1NSETEST-EQ,V1NSETEST,12863
V2RETAIL-EQ,V2RETAIL,14766
VADILALIND-EQ,VADILALIND,24196
VAIBHAVGBL-EQ,VAIBHAVGBL,11364
VAISHALI-EQ,VAISHALI,16589
VAL30IETF-EQ,VAL30IETF,25851
VALIANTLAB-EQ,VALIANTLAB,19218
VARDHACRLC-EQ,VARDHACRLC,11220
VARDMNPOLY-EQ,VARDMNPOLY,3646
VARROC-EQ,VARROC,3857
VASCONEQ-EQ,VASCONEQ,18110
VBL-EQ,VBL,18921
VEDL-EQ,VEDL,3063
VEEDOL-EQ,VEEDOL,14019
VENKEYS-EQ,VENKEYS,3757
VENTIVE-EQ,VENTIVE,28847
VENUSPIPES-EQ,VENUSPIPES,9592
VERANDA-EQ,VERANDA,8890
VERTOZ-EQ,VERTOZ,18863
VESUVIUS-EQ,VESUVIUS,3676
VETO-EQ,VETO,8652
VGUARD-EQ,VGUARD,15362
VHL-EQ,VHL,11892
VIDHIING-EQ,VIDHIING,13536
VIJAYA-EQ,VIJAYA,5585
VIJIFIN-EQ,VIJIFIN,17691
VIKASECO-EQ,VIKASECO,25756
VIKASLIFE-EQ,VIKASLIFE,9931
VIMTALABS-EQ,VIMTALABS,13101
VINATIORGA-EQ,VINATIORGA,17364
VINCOFE-EQ,VINCOFE,25835
VINDHYATEL-EQ,VINDHYATEL,3694
VIPCLOTHNG-EQ,VIPCLOTHNG,14843
VIPIND-EQ,VIPIND,3703
VIRINCHI-EQ,VIRINCHI,15295
VISHNU-EQ,VISHNU,6908
VISHWARAJ-EQ,VISHWARAJ,13702
VIVIDHA-EQ,VIVIDHA,29877
VLSFINANCE-EQ,VLSFINANCE,3715
VMART-EQ,VMART,29284
VMM-EQ,VMM,27969
VOLTAMP-EQ,VOLTAMP,13577
VOLTAS-EQ,VOLTAS,3718
VPRPL-EQ,VPRPL,18341
VRAJ-EQ,VRAJ,24321
VRLLOG-EQ,VRLLOG,8696
VSSL-EQ,VSSL,27067
VSTIND-EQ,VSTIND,3724
VSTL-EQ,VSTL,22730
VSTTILLERS-EQ,VSTTILLERS,24292
VTL-EQ,VTL,2073
WAAREEENER-EQ,WAAREEENER,25907
WAAREERTL-EQ,WAAREERTL,756038
WABAG-EQ,WABAG,20188
WCIL-EQ,WCIL,25403
WEALTH-EQ,WEALTH,1923
WEBELSOLAR-EQ,WEBELSOLAR,14602
WEIZMANIND-EQ,WEIZMANIND,3748
WEL-EQ,WEL,7835
WELCORP-EQ,WELCORP,11821
WELENT-EQ,WELENT,11626
WELSPUNLIV-EQ,WELSPUNLIV,11253
WENDT-EQ,WENDT,4235
WESTLIFE-EQ,WESTLIFE,11580
WEWIN-EQ,WEWIN,9862
WHEELS-EQ,WHEELS,3766
WHIRLPOOL-EQ,WHIRLPOOL,18011
WILLAMAGOR-EQ,WILLAMAGOR,3772
WINDLAS-EQ,WINDLAS,5366
WINDMACHIN-EQ,WINDMACHIN,24969
WIPL-EQ,WIPL,20481
WIPRO-EQ,WIPRO,3787
WOCKPHARMA-EQ,WOCKPHARMA,7506
WONDERLA-EQ,WONDERLA,3002
WORTH-EQ,WORTH,22277
WSTCSTPAPR-EQ,WSTCSTPAPR,3799
XCHANGING-EQ,XCHANGING,11705
XELPMOC-EQ,XELPMOC,8477
XPROINDIA-EQ,XPROINDIA,11407
XTGLOBAL-EQ,XTGLOBAL,25235
YASHO-EQ,YASHO,18131
YATHARTH-EQ,YATHARTH,17738
YATRA-EQ,YATRA,18760
YESBANK-EQ,YESBANK,11915
YUKEN-EQ,YUKEN,5501
ZAGGLE-EQ,ZAGGLE,18608
ZEEL-EQ,ZEEL,3812
ZEEMEDIA-EQ,ZEEMEDIA,14003
ZENITHEXPO-EQ,ZENITHEXPO,4176
ZENSARTECH-EQ,ZENSARTECH,1076
ZENTEC-EQ,ZENTEC,7508
ZFCVINDIA-EQ,ZFCVINDIA,16915
ZIMLAB-EQ,ZIMLAB,12384
ZODIACLOTH-EQ,ZODIACLOTH,3821
ZOTA-EQ,ZOTA,11394
ZUARI-EQ,ZUARI,29050
ZUARIIND-EQ,ZUARIIND,3827
ZYDUSLIFE-EQ,ZYDUSLIFE,7929
ZYDUSWELL-EQ,ZYDUSWELL,17635
